PRIMKEY,COUNTRY,FIPSCODE,COWCODE,CONTCODE,SITENUM,NAME,LAT,LONG
IN003DIA,India,IN,750,3,3,Kollur,16.67,80.00
IN004DIA,India,IN,750,3,4,Raipur,20.20,82.20
IN005DIA,India,IN,750,3,5,Ramhkeria,20.20,82.20
IN006DIA,India,IN,750,3,6,Mahanadi River,20.67,84.25
IN007DIA,India,IN,750,3,7,Gangpur,24.17,85.08
IN008DIA,India,IN,750,3,8,Sumelpur,0.00,0.00
IN009DIA,India,IN,750,3,9,Wajrakurur,15.03,77.38
IN010DIA,India,IN,750,3,10,Wajrakurur,15.03,77.38
IN011DIA,India,IN,750,3,11,Wairagarh,20.42,80.10
IN012DIA,India,IN,750,3,12,Karnul,15.83,78.05
IN013DIA,India,IN,750,3,13,Cuddapah,14.47,78.82
IN014DIA,India,IN,750,3,14,Bellary,15.15,76.93
ID001DIA,Indonesia,ID,850,3,1,Cempaka,-3.50,114.75
ID002DIA,Indonesia,ID,850,3,2,Martapura,-3.42,114.85
ID003DIA,Indonesia,ID,850,3,3,Pleihari,-3.80,114.75
ID004DIA,Indonesia,ID,850,3,4,Landak River,0.32,109.93
ID005DIA,Indonesia,ID,850,3,5,Barito River,-0.90,114.23
ID006DIA,Indonesia,ID,850,3,6,Sungai Alalak,-3.28,114.55
ID007DIA,Indonesia,ID,850,3,7,Sunda Shelf Area,0.00,0.00
ID008DIA,Indonesia,ID,850,3,8,Samarinda,-0.50,117.15
ID009DIA,Indonesia,ID,850,3,9,Mahakam,-0.58,117.28
ID010DIA,Indonesia,ID,850,3,10,Sampit,-2.73,112.90
ID011DIA,Indonesia,ID,850,3,11,Bandjermasin Ulin,-3.33,114.58
ID012DIA,Indonesia,ID,850,3,12,Sekajam,0.12,110.63
ID013DIA,Indonesia,ID,850,3,13,Tjampaka,0.00,0.00
ID014DIA,Indonesia,ID,850,3,14,Riam Kanan,-3.40,114.90
ID015DIA,Indonesia,ID,850,3,15,Pembuang,-3.40,112.55
ID016DIA,Indonesia,ID,850,3,16,Kotawaringin,-2.90,111.42
IV001DIA,Cote d'Ivoire,IV,437,4,1,Bobi Mine,8.17,-6.58
IV002DIA,Cote d'Ivoire,IV,437,4,2,Bobi Mine,8.17,-6.58
IV003DIA,Cote d'Ivoire,IV,437,4,3,Toubabouko dyke,8.17,-6.58
IV004DIA,Cote d'Ivoire,IV,437,4,4,Toubabouko,8.17,-6.58
IV005DIA,Cote d'Ivoire,IV,437,4,5,Seguela,8.17,-6.58
IV006DIA,Cote d'Ivoire,IV,437,4,6,Upper Sassandra,8.43,-7.17
IV007DIA,Cote d'Ivoire,IV,437,4,7,Bandama,6.57,-5.06
IV008DIA,Cote d'Ivoire,IV,437,4,8,Comoe,5.20,-3.73
IV009DIA,Cote d'Ivoire,IV,437,4,9,Tortiya,8.72,-5.33
IV010DIA,Cote d'Ivoire,IV,437,4,10,Tortiya,8.72,-5.33
IV011DIA,Cote d'Ivoire,IV,437,4,11,Kanangone,0.00,0.00
IV012DIA,Cote d'Ivoire,IV,437,4,12,Niema,0.00,0.00
IV013DIA,Cote d'Ivoire,IV,437,4,13,Berelenko,0.00,0.00
IV014DIA,Cote d'Ivoire,IV,437,4,14,Marahoue,7.88,-6.25
IV015DIA,Cote d'Ivoire,IV,437,4,15,Legbo,8.13,-6.62
IV016DIA,Cote d'Ivoire,IV,437,4,16,Mossikro,0.00,0.00
IV017DIA,Cote d'Ivoire,IV,437,4,17,Kohoue,6.78,-5.10
KZ001DIA,Kazakhstan,KZ,705,3,1,Kumdy Kol,52.93,69.05
LT001DIA,Lesotho,LT,570,4,1,Kao,-29.10,28.48
LT002DIA,Lesotho,LT,570,4,2,Liqhobong,-29.32,27.48
LT003DIA,Lesotho,LT,570,4,3,Ngopetvou,-29.57,27.70
LT004DIA,Lesotho,LT,570,4,4,Tsepine Berea,-29.25,27.55
LT005DIA,Lesotho,LT,570,4,5,Molibi Bere,0.00,0.00
LT006DIA,Lesotho,LT,570,4,6,Thabantvonyana,-29.47,29.27
LT007DIA,Lesotho,LT,570,4,7,Letseng-la-terai,-29.03,28.88
LT008DIA,Lesotho,LT,570,4,8,Lemphane,-29.33,28.47
LT009DIA,Lesotho,LT,570,4,9,Lemphane,-29.33,28.47
LT010DIA,Lesotho,LT,570,4,10,Fiksburg/Taba,-29.03,27.85
LI001DIA,Liberia,LI,450,4,1,Lofa River/Weasua,7.40,-10.50
LI002DIA,Liberia,LI,450,4,2,Butulu,7.31,-10.51
LI003DIA,Liberia,LI,450,4,3,Wuegbeni,7.33,-10.47
LI004DIA,Liberia,LI,450,4,4,Wuedakena,7.32,-10.50
LI005DIA,Liberia,LI,450,4,5,Mano Godua,7.16,-10.89
LI006DIA,Liberia,LI,450,4,6,Mano Godua,7.16,-10.89
LI007DIA,Liberia,LI,450,4,7,Kakata,6.67,-10.33
LI008DIA,Liberia,LI,450,4,8,Tapeta,6.49,-8.86
LI009DIA,Liberia,LI,450,4,9,Camp Alfa,7.63,-10.33
LI010DIA,Liberia,LI,450,4,10,Mt. Nimba,7.28,-9.52
LI011DIA,Liberia,LI,450,4,11,Gbapa,7.48,-8.69
LI012DIA,Liberia,LI,450,4,12,Bahn,7.03,-8.72
LI013DIA,Liberia,LI,450,4,13,Zogoway,7.48,-8.69
LI014DIA,Liberia,LI,450,4,14,Morro River,7.42,-11.00
LI015DIA,Liberia,LI,450,4,15,Wealula,7.60,-10.78
LI016DIA,Liberia,LI,450,4,16,Weatomi,7.42,-11.00
LI017DIA,Liberia,LI,450,4,17,Cutiya Creek - 1,7.42,-11.00
LI018DIA,Liberia,LI,450,4,18,Yambesei River,7.08,-10.87
LI019DIA,Liberia,LI,450,4,19,Pa MaYa Creek,7.43,-10.82
LI020DIA,Liberia,LI,450,4,20,Musa Creek,7.27,-10.58
LI021DIA,Liberia,LI,450,4,21,Wuefa Creek,7.09,-10.83
LI022DIA,Liberia,LI,450,4,22,Kumgba Creek,6.27,-10.29
LI023DIA,Liberia,LI,450,4,23,Mabong Creek,7.09,-11.15
LI024DIA,Liberia,LI,450,4,24,Mafe Creek,6.93,-10.41
LI025DIA,Liberia,LI,450,4,25,Gorlu,7.52,-9.48
LI026DIA,Liberia,LI,450,4,26,Make Creek,6.99,-10.79
LI027DIA,Liberia,LI,450,4,27,Bomi Hills Mine,6.99,-10.79
LI028DIA,Liberia,LI,450,4,28,Tiaba,7.13,-8.73
LI029DIA,Liberia,LI,450,4,29,Bing,7.10,-8.89
LI030DIA,Liberia,LI,450,4,30,Congo Diamond,7.10,-10.84
LI031DIA,Liberia,LI,450,4,31,Pegle,7.11,-8.74
LI032DIA,Liberia,LI,450,4,32,Zigli,7.07,-8.74
MY001DIA,Malaysia,MY,820,3,1,Sungai Sarawak Kiri,1.45,110.27
ML001DIA,Mali,ML,432,4,1,Sansanto,12.88,-11.23
ML002DIA,Mali,ML,432,4,2,Guindissou,12.97,-11.10
ML003DIA,Mali,ML,432,4,3,Kenieba,13.00,-11.17
MR001DIA,Mauritania,MR,435,4,1,Touajil,22.15,-12.80
MR002DIA,Mauritania,MR,435,4,2,Akchar,20.52,-13.05
MR003DIA,Mauritania,MR,435,4,3,El Hammami,23.05,-11.50
MR004DIA,Mauritania,MR,435,4,4,Tenoumer,22.92,-10.40
MZ001DIA,Mozambique,MZ,541,4,1,Limpopo River,-25.21,33.51
MZ002DIA,Mozambique,MZ,541,4,2,Pafuri River,0.00,0.00
MZ003DIA,Mozambique,MZ,541,4,3,Niassa,-13.00,37.00
MZ004DIA,Mozambique,MZ,541,4,4,Zumbo,-15.50,31.00
MZ005DIA,Mozambique,MZ,541,4,5,Mapai - Massingir,-23.50,33.00
MZ006DIA,Mozambique,MZ,541,4,6,Maputo,-26.50,32.50
WA001DIA,Namibia,WA,565,4,1,Luderitz,-26.68,15.02
WA023DIA,Namibia,WA,565,4,1,Luderitz,-26.68,15.02
WA002DIA,Namibia,WA,565,4,2,Woduna concession,-26.65,15.16
WA024DIA,Namibia,WA,565,4,2,Woduna concession,-26.65,15.16
WA003DIA,Namibia,WA,565,4,3,Elizabeth Bay Mine,-27.00,15.17
WA004DIA,Namibia,WA,565,4,4,Auchas,-28.33,16.70
WA005DIA,Namibia,WA,565,4,5,Orange River,-28.55,16.43
WA006DIA,Namibia,WA,565,4,6,Henties Bay,-22.12,14.28
WA025DIA,Namibia,WA,565,4,6,Henties Bay,-22.12,14.28
WA007DIA,Namibia,WA,565,4,7,Mowe Bay,-19.33,12.67
WA026DIA,Namibia,WA,565,4,7,Mowe Bay,-19.33,12.67
WA008DIA,Namibia,WA,565,4,8,Cape Fria,-18.45,12.02
WA027DIA,Namibia,WA,565,4,8,Cape Fria,-18.45,12.02
WA009DIA,Namibia,WA,565,4,9,Chameis Bay,-27.80,15.57
WA010DIA,Namibia,WA,565,4,10,Hottentot Bay,-26.18,14.90
WA028DIA,Namibia,WA,565,4,10,Hottentot Bay,-26.18,14.90
WA011DIA,Namibia,WA,565,4,11,CDM Marine,-28.00,16.00
WA012DIA,Namibia,WA,565,4,12,Bogenfels,-27.45,15.40
WA013DIA,Namibia,WA,565,4,13,Pomona,-27.20,15.28
WA014DIA,Namibia,WA,565,4,14,Otjua,-26.68,15.02
WA015DIA,Namibia,WA,565,4,15,Oranjemund,-28.55,16.43
WA016DIA,Namibia,WA,565,4,16,Conception Bay,-23.92,14.50
WA017DIA,Namibia,WA,565,4,17,Saddle Hill,-25.90,14.92
WA018DIA,Namibia,WA,565,4,18,Penguin Islands,-26.62,15.15
WA019DIA,Namibia,WA,565,4,19,Guano Isles Area,-27.17,15.00
WA029DIA,Namibia,WA,565,4,19,Guano Isles Area,-27.17,15.00
WA020DIA,Namibia,WA,565,4,20,Hosetia,-24.24,14.54
WA021DIA,Namibia,WA,565,4,21,Spenserbay,-25.50,14.90
WA022DIA,Namibia,WA,565,4,22,Rocky Point,-20.49,13.28
NI001DIA,Nigeria,NI,475,4,1,Unnamed - 1,11.19,5.63
NI002DIA,Nigeria,NI,475,4,2,Unnamed - 2,11.30,6.94
NI003DIA,Nigeria,NI,475,4,3,Unnamed - 3,12.17,6.37
NO001DIA,Norway,NO,385,1,1,Fjortoft,62.70,6.38
NO002DIA,Norway,NO,385,1,2,Finnmarksvidda,69.50,24.00
PA001DIA,Paraguay,PA,150,5,1,Aquidaban River,-23.11,-57.62
RS001DIA,Russia,RS,365,1,1,Daldyn - Alakit Area,66.25,112.67
RS002DIA,Russia,RS,365,1,2,Dalnaya pipe,66.25,112.67
RS003DIA,Russia,RS,365,1,3,Udachnaya-Vostochnaya kimberlite pipe,66.49,112.70
RS004DIA,Russia,RS,365,1,4,Sytykanskaya,66.36,111.99
RS005DIA,Russia,RS,365,1,5,Zarnitsa,66.25,112.67
RS006DIA,Russia,RS,365,1,6,Yubileynaya,66.17,111.35
RS007DIA,Russia,RS,365,1,7,Aikhal,66.17,111.35
RS008DIA,Russia,RS,365,1,8,Mirnyy Mine,63.00,112.00
RS009DIA,Russia,RS,365,1,9,Verkhotina diamond field,64.00,44.00
RS010DIA,Russia,RS,365,1,10,Vol'sk-Vym Ridge,65.50,50.00
RS011DIA,Russia,RS,365,1,11,Pre - Sayan Area,53.27,101.00
RS012DIA,Russia,RS,365,1,12,Malo Botuobiya Area,62.50,115.80
RS013DIA,Russia,RS,365,1,13,Internatsionalnaya,62.50,115.80
RS014DIA,Russia,RS,365,1,14,23rd Congress,62.50,115.80
RS015DIA,Russia,RS,365,1,15,Irelyakh River,62.45,114.35
RS016DIA,Russia,RS,365,1,16,Obnazhennaya,73.00,119.92
RS017DIA,Russia,RS,365,1,17,Vodorazdelnye Galechniki,0.00,0.00
RS018DIA,Russia,RS,365,1,18,Yraas-Yuryakh Creek,0.00,0.00
RS019DIA,Russia,RS,365,1,19,Vilyui River,64.37,126.41
RS020DIA,Russia,RS,365,1,20,Zapolyarnaya,67.28,115.64
RS021DIA,Russia,RS,365,1,21,Festival'naya,68.72,118.37
RS022DIA,Russia,RS,365,1,22,Imeni Lomonosova,65.36,41.54
RS023DIA,Russia,RS,365,1,23,Visherskiy,60.31,57.69
RS024DIA,Russia,RS,365,1,24,Us'vinskoye,58.60,57.78
RS025DIA,Russia,RS,365,1,25,Vizhayskoye,58.39,58.08
RS026DIA,Russia,RS,365,1,26,Molodo,69.58,122.38
RS027DIA,Russia,RS,365,1,27,Ebelyakhskoye,70.95,114.55
RS028DIA,Russia,RS,365,1,28,Udarnyy - Popigayskiy Krater,71.68,110.83
RS029DIA,Russia,RS,365,1,29,Archangelsk,65.63,40.55
RS030DIA,Russia,RS,365,1,30,Kaleria,64.55,30.75
RS031DIA,Russia,RS,365,1,31,Aldan,58.40,118.67
RS032DIA,Russia,RS,365,1,32,Marhka River,63.47,118.89
RS033DIA,Russia,RS,365,1,33,Nyurba pipe,63.28,118.33
RS034DIA,Russia,RS,365,1,34,Anabar,73.13,113.60
SL001DIA,Sierra Leone,SL,451,4,1,Koidu Diamond Field,8.45,-10.78
SL002DIA,Sierra Leone,SL,451,4,2,Koidu Diamond Field,8.45,-10.78
SL003DIA,Sierra Leone,SL,451,4,3,Yengema area,8.63,-10.98
SL004DIA,Sierra Leone,SL,451,4,4,Sefadu,8.65,-10.98
SL005DIA,Sierra Leone,SL,451,4,5,Njei Bafi,8.70,-11.25
SL006DIA,Sierra Leone,SL,451,4,6,Kundiyi & Mansayi,8.67,-10.78
SL007DIA,Sierra Leone,SL,451,4,7,Peyima & Tefeya,8.67,-11.08
SL008DIA,Sierra Leone,SL,451,4,8,Tongo Field,8.20,-11.07
SL009DIA,Sierra Leone,SL,451,4,9,Tongo Field,8.20,-11.07
SL010DIA,Sierra Leone,SL,451,4,10,Matemu,8.20,-11.07
SL011DIA,Sierra Leone,SL,451,4,11,Lando,8.20,-11.07
SL012DIA,Sierra Leone,SL,451,4,12,Kundu,8.20,-11.07
SL013DIA,Sierra Leone,SL,451,4,13,Panguma,8.20,-11.07
SL014DIA,Sierra Leone,SL,451,4,14,Zimmi,7.32,-11.31
SL015DIA,Sierra Leone,SL,451,4,15,Gbahama,7.30,-11.35
SL016DIA,Sierra Leone,SL,451,4,16,Hima Section (Lower Sewa River),7.72,-11.90
SL017DIA,Sierra Leone,SL,451,4,17,Sewa River,7.75,-11.68
SL018DIA,Sierra Leone,SL,451,4,18,Mano Marine,6.93,-11.49
SL019DIA,Sierra Leone,SL,451,4,19,Moa Marine,6.98,-11.59
SL020DIA,Sierra Leone,SL,451,4,20,Gori Hills,8.25,-10.78
SL021DIA,Sierra Leone,SL,451,4,21,Moinde River,8.77,-11.03
SL022DIA,Sierra Leone,SL,451,4,22,Meya,8.65,-11.00
SL023DIA,Sierra Leone,SL,451,4,23,Woyie,8.45,-10.78
SL024DIA,Sierra Leone,SL,451,4,24,Kamakwie,9.50,-12.23
SL025DIA,Sierra Leone,SL,451,4,25,Waiima,7.95,-11.76
SL026DIA,Sierra Leone,SL,451,4,26,Ngelehun village,8.10,-11.42
BP001DIA,Solomon Islands,BP,940,3,1,Malaita Island,-9.00,161.00
SF001DIA,South Africa,SF,560,4,1,Koffiefontein Mine,-29.42,25.02
SF002DIA,South Africa,SF,560,4,2,Premier Mine,-25.70,28.50
SF003DIA,South Africa,SF,560,4,3,Annex Kleinzee Mine,-29.65,17.05
SF004DIA,South Africa,SF,560,4,4,Kleinzee,-28.67,17.00
SF005DIA,South Africa,SF,560,4,5,Buffels River,-28.58,17.33
SF006DIA,South Africa,SF,560,4,6,Koingnaas,-29.58,17.05
SF007DIA,South Africa,SF,560,4,7,Langhoogte Mine,-29.62,17.43
SF008DIA,South Africa,SF,560,4,8,Langhoogte Mine,-29.62,17.43
SF009DIA,South Africa,SF,560,4,9,Kimberley,-28.73,24.77
SF010DIA,South Africa,SF,560,4,10,Bultfontein Mine,-28.77,24.87
SF011DIA,South Africa,SF,560,4,11,De Beers Mine,-28.73,24.78
SF012DIA,South Africa,SF,560,4,12,Dutoitspan Mine,-28.77,24.87
SF013DIA,South Africa,SF,560,4,13,Wesselton Mine,-28.77,24.90
SF014DIA,South Africa,SF,560,4,14,Roberts Victor Mine,-28.08,25.47
SF015DIA,South Africa,SF,560,4,15,Jagersfontein Mine,-29.77,25.42
SF016DIA,South Africa,SF,560,4,16,Alexkor,-29.33,16.50
SF017DIA,South Africa,SF,560,4,17,Oena Mine,-29.00,17.00
SF018DIA,South Africa,SF,560,4,18,Baken Mine,-29.00,17.00
SF019DIA,South Africa,SF,560,4,19,Octha,-29.00,17.00
SF020DIA,South Africa,SF,560,4,20,Grasdrif,-28.30,17.08
SF021DIA,South Africa,SF,560,4,21,Avontuur mine,-29.00,17.00
SF022DIA,South Africa,SF,560,4,22,Lorelei mine,-29.00,17.00
SF023DIA,South Africa,SF,560,4,23,Monastery Diamond Mine,-28.50,27.50
SF024DIA,South Africa,SF,560,4,24,Loxton Dal,-28.55,24.95
SF025DIA,South Africa,SF,560,4,25,Star Mine,-28.37,26.80
SF026DIA,South Africa,SF,560,4,26,Messina Mine,-29.00,24.87
SF027DIA,South Africa,SF,560,4,27,Goedgevonden,-26.87,26.67
SF028DIA,South Africa,SF,560,4,28,Syferfontein,-26.87,26.67
SF029DIA,South Africa,SF,560,4,29,Klerksdorp,-26.87,26.67
SF030DIA,South Africa,SF,560,4,30,Kareefontein,0.00,0.00
SF031DIA,South Africa,SF,560,4,31,Gansvley,0.00,0.00
SF032DIA,South Africa,SF,560,4,32,Ventersdorp,-26.18,26.62
SF033DIA,South Africa,SF,560,4,33,Nooitgedacht,-26.18,26.62
SF034DIA,South Africa,SF,560,4,34,Groen River Valley,-30.82,17.57
SF035DIA,South Africa,SF,560,4,35,Breektand,-31.62,18.73
SF036DIA,South Africa,SF,560,4,36,Bellsbank Mine,-28.15,24.12
SF037DIA,South Africa,SF,560,4,37,Rex Mine,-28.25,26.67
SF038DIA,South Africa,SF,560,4,38,Ardo Mine,-28.20,24.17
SF039DIA,South Africa,SF,560,4,39,Bonte Koe,-29.58,17.32
SF040DIA,South Africa,SF,560,4,40,Marsfontein,-24.23,29.47
SF041DIA,South Africa,SF,560,4,41,Klipspringer,-24.23,29.47
SF042DIA,South Africa,SF,560,4,42,Palmietgat,-25.10,28.20
SF043DIA,South Africa,SF,560,4,43,Finsch,-28.38,23.45
SF044DIA,South Africa,SF,560,4,44,Venetia,-28.73,24.00
SF045DIA,South Africa,SF,560,4,45,Frank Smith,-28.20,24.17
SF046DIA,South Africa,SF,560,4,46,Seven Carat Fissure,-28.50,24.52
SF047DIA,South Africa,SF,560,4,47,Klipdam,-28.73,24.77
SF048DIA,South Africa,SF,560,4,48,Leicester Diamond Mine,-28.48,24.47
SF049DIA,South Africa,SF,560,4,49,Mooi River,-26.18,26.62
SF050DIA,South Africa,SF,560,4,50,Lichtenburg,-26.15,26.17
SF051DIA,South Africa,SF,560,4,51,Vaal River/Orange River,-29.00,24.00
SF052DIA,South Africa,SF,560,4,52,Quaggas Kop,-24.78,27.75
SF053DIA,South Africa,SF,560,4,53,Rooiberg,-24.78,27.75
SF054DIA,South Africa,SF,560,4,54,Schweizer Reneke,-27.18,25.33
SF055DIA,South Africa,SF,560,4,55,Zoet En Zuur,-28.52,25.47
SF056DIA,South Africa,SF,560,4,56,Port Nolloth,-29.25,16.87
SF057DIA,South Africa,SF,560,4,57,Hondeklip Bay,-30.32,17.27
SF058DIA,South Africa,SF,560,4,58,Doring Bay,-31.82,18.23
SF059DIA,South Africa,SF,560,4,59,Lamberts Bay,-32.10,18.30
SF060DIA,South Africa,SF,560,4,60,Weskus,0.00,0.00
SF061DIA,South Africa,SF,560,4,61,De Punt,0.00,0.00
SF062DIA,South Africa,SF,560,4,62,Crown Diamond Mine,-27.43,26.70
SF063DIA,South Africa,SF,560,4,63,Postmas,-28.13,23.17
SF064DIA,South Africa,SF,560,4,64,Theunissen,-28.62,26.46
SF065DIA,South Africa,SF,560,4,65,Postmasburg,-28.70,22.52
SF066DIA,South Africa,SF,560,4,66,Caerwinning,-28.33,24.32
SF067DIA,South Africa,SF,560,4,67,Klipvley Karoo Kop,-31.67,18.20
SF068DIA,South Africa,SF,560,4,68,Witkrans,-26.18,26.62
SF069DIA,South Africa,SF,560,4,69,Wildfontein,-26.18,26.92
SF070DIA,South Africa,SF,560,4,70,Lena Schuller Mine,-25.70,28.50
SF071DIA,South Africa,SF,560,4,71,London,-28.08,25.97
SF072DIA,South Africa,SF,560,4,72,Sandrift,-29.88,23.45
SF073DIA,South Africa,SF,560,4,73,Kamaggas,-29.72,17.48
SF074DIA,South Africa,SF,560,4,74,Brazil,-29.82,17.13
SF075DIA,South Africa,SF,560,4,75,Strykloof,-30.90,18.40
SF076DIA,South Africa,SF,560,4,76,Rovic,-28.48,25.55
SF077DIA,South Africa,SF,560,4,77,Pniel,-28.53,24.55
SF078DIA,South Africa,SF,560,4,78,Riet River,-29.00,24.42
SF079DIA,South Africa,SF,560,4,79,The Oaks,0.00,0.00
SF080DIA,South Africa,SF,560,4,80,Saxendrift,-29.30,23.30
SF081DIA,South Africa,SF,560,4,81,Peiserton Mine,-28.73,23.32
SF082DIA,South Africa,SF,560,4,82,Offshore Area,-31.00,17.50
SF083DIA,South Africa,SF,560,4,83,Dreyers Pan Mine,-29.58,17.02
SF084DIA,South Africa,SF,560,4,84,Fosburg,-30.81,22.36
SF085DIA,South Africa,SF,560,4,85,Island Point,-30.74,17.54
SF086DIA,South Africa,SF,560,4,86,Barkly,-28.53,24.55
SF087DIA,South Africa,SF,560,4,87,Barkly,-28.53,24.55
SF088DIA,South Africa,SF,560,4,88,Bellshank Diamond Mines,-28.07,24.40
SF089DIA,South Africa,SF,560,4,89,Voorspoed Diamond Mine,-27.38,27.20
SF090DIA,South Africa,SF,560,4,90,Komggigas,-30.21,17.28
SF091DIA,South Africa,SF,560,4,91,Windstorton,-28.33,24.72
SF092DIA,South Africa,SF,560,4,92,Newlands,-28.32,24.37
SF093DIA,South Africa,SF,560,4,93,Ebenezer,-29.23,25.38
SF094DIA,South Africa,SF,560,4,94,Bethel,-29.72,25.85
SF095DIA,South Africa,SF,560,4,95,Lion Hill,-28.33,26.77
SF096DIA,South Africa,SF,560,4,96,Driekopjes,-28.33,26.77
SF097DIA,South Africa,SF,560,4,97,Kampferdam,0.00,0.00
SF098DIA,South Africa,SF,560,4,98,Benfontien,-28.82,24.82
SF099DIA,South Africa,SF,560,4,99,Belgravia,-28.90,25.18
SF100DIA,South Africa,SF,560,4,100,Phoenix,-28.30,26.82
SF101DIA,South Africa,SF,560,4,101,St - Augustine,0.00,0.00
SF102DIA,South Africa,SF,560,4,102,Wimbledon,-28.80,24.72
SF103DIA,South Africa,SF,560,4,103,Van Druten,-28.05,22.37
SF104DIA,South Africa,SF,560,4,104,West End Mine,-28.70,22.52
SF105DIA,South Africa,SF,560,4,105,Jubilee,-28.53,24.55
SF106DIA,South Africa,SF,560,4,106,Blauvbosch,-28.50,25.58
SF107DIA,South Africa,SF,560,4,107,Swartruggens,-25.65,26.70
SF108DIA,South Africa,SF,560,4,108,Moorfontein,-29.00,24.00
SF109DIA,South Africa,SF,560,4,109,Grasfontein,0.00,0.00
SF110DIA,South Africa,SF,560,4,110,Welverdiend,0.00,0.00
SF111DIA,South Africa,SF,560,4,111,Putfontein,0.00,0.00
SF112DIA,South Africa,SF,560,4,112,Woldfontein,0.00,0.00
SF113DIA,South Africa,SF,560,4,113,Goedvoorruitzich,0.00,0.00
SF114DIA,South Africa,SF,560,4,114,Holfontein,0.00,0.00
NS001DIA,Suriname,NS,115,5,1,Rosebel Creek,5.08,-55.20
NS002DIA,Suriname,NS,115,5,2,Unknown - 1,1.95,-55.95
NS003DIA,Suriname,NS,115,5,3,Unknown - 2,1.92,-56.03
NS004DIA,Suriname,NS,115,5,4,Mindrinetti Creek,5.17,-55.17
NS005DIA,Suriname,NS,115,5,5,Surinam River,5.92,-55.17
NS006DIA,Suriname,NS,115,5,6,Saramacca,5.85,-55.88
NS007DIA,Suriname,NS,115,5,7,Berg en Dal,5.15,-55.07
NS008DIA,Suriname,NS,115,5,8,Kwamalesemutu,2.33,-56.78
NS009DIA,Suriname,NS,115,5,9,Sabanpassie,5.22,-55.37
WZ001DIA,Swaziland,WZ,572,4,1,Dokolwayo,-26.08,31.50
SW001DIA,Sweden,SW,380,1,1,Sundsvall,62.77,17.42
SW002DIA,Sweden,SW,380,1,2,Kiruna,67.85,20.22
TZ001DIA,Tanzania,TZ,510,5,1,Mwadui Mine,-3.50,33.55
TZ002DIA,Tanzania,TZ,510,5,2,Alamasi Mine,-3.52,33.61
TZ003DIA,Tanzania,TZ,510,5,3,Kahama,-3.75,32.67
TZ004DIA,Tanzania,TZ,510,5,4,Kahama,-3.75,32.67
TZ005DIA,Tanzania,TZ,510,5,5,Mabuki,-3.08,33.25
TZ006DIA,Tanzania,TZ,510,5,6,Mabuki,-3.08,33.25
TZ007DIA,Tanzania,TZ,510,5,7,Tabora,-3.90,34.08
TZ008DIA,Tanzania,TZ,510,5,8,Iramba,-4.59,34.47
TZ009DIA,Tanzania,TZ,510,5,9,Ngualla,-7.75,33.00
TZ010DIA,Tanzania,TZ,510,5,10,Kizumbi,-3.80,33.42
TZ011DIA,Tanzania,TZ,510,5,11,Usongo,-4.07,33.42
TZ011DIA,Tanzania,TZ,510,5,11,Uduhe,-3.37,34.17
TZ012DIA,Tanzania,TZ,510,5,12,Singida,-4.80,33.42
TH001DIA,Thailand,TH,800,3,1,Tongkah harbour,7.85,98.42
TH002DIA,Thailand,TH,800,3,2,Amphoe Kathu,7.87,98.27
TH003DIA,Thailand,TH,800,3,3,Khlong Lei,0.00,0.00
TH004DIA,Thailand,TH,800,3,4,Khlong Phangna,0.00,0.00
UP001DIA,Ukraine,UP,369,1,1,Ukraine diamond deposit,47.50,37.17
