GHGRP ID,Latitude of Plume Origin,Longitude of Plume Origin,Plume Candidate ID (UTC time of detection),Instantaneous Emission Rate (kg/h),Instantaneous Emission Rate Uncertainty (kg/h)
1004010,37.8790057,-121.18599,GAO20201120t182953p0000-2,1417,424
1004850,40.9658311,-82.48597,ang20220630t163400-C,220,67
1003911,40.021997,-105.00802,GAO20210722t162645p0000-A,220,59
1003911,40.022029,-105.00783,GAO20210922t172413p0000-A,218,110
1002107,33.712151,-117.70851,GAO20201117t184152p0000-A,209,124
1004010,37.8788443,-121.18604,GAO20201120t202702p0000-2,1595,767
1002320,33.941588,-117.83386,GAO20201114t183507p0000-1,206,128
1005717,29.931344,-90.253389,GAO20210506t181508p0000-1,875,168
1005717,29.933745,-90.260272,GAO20210506t182124p0000-1,1344,687
1003911,40.022255,-105.00806,GAO20210715t161842p0000-A,200,76
1006064,30.868467,-92.603939,GAO20210508t152018p0000-1,490,197
1002476,30.2723745,-92.864893,GAO20210508t153858p0000-1,,
1006261,41.4260187,-75.581762,GAO20210511t150535p0000-1,603,108
1007880,40.5865875,-104.8233,GAO20210712t153850p0000-A,199,56
1002556,40.1738227,-75.898597,GAO20210511t154329p0000-1,591,161
1003456,40.2122954,-80.271228,GAO20210513t152129p0000-1,583,234
1003456,40.210998,-80.272652,GAO20210513t153658p0000-2,1013,381
1002320,33.940615,-117.82939,GAO20211110t185911p0000-A,194,98
1004352,36.3705251,-114.86443,ang20220401t191621-B,191,79
1002951,43.0565179,-77.933738,GAO20210815t133815p0000-A,187,125
1002035,40.812326,-80.082004,GAO20210518t143003p0000-1,671,524
1004010,37.8773161,-121.18951,GAO20201112t202217p0000-A,185,117
1002107,33.7120933,-117.70852,GAO20201114t184022p0000-1,176,85
1003582,42.2608049,-83.432985,GAO20210815t155502p0000-A,176,43
1006044,39.852353,-104.75564,GAO20210719t154431p0000-A,174,79
1002107,33.7181615,-117.70407,GAO20211110t190751p0000-B,174,64
1003198,34.159472,-118.19327,GAO20211111t203239p0000-A,173,71
1007816,34.3014181,-118.7929,GAO20201111t180024p0000-A,171,108
1007880,40.584812,-104.82296,GAO20210718t152410p0000-A,170,76
1003911,40.0220537,-105.00797,GAO20210922t171315p0000-A,169,87
1004037,38.517037,-121.1855,GAO20201112t194830p0000-B,166,35
1002276,40.8201496,-82.87085,ang20220630t164245-A,165,8
1003732,43.210282,-78.974627,GAO20210815t135403p0000-A,565,374
1003911,40.0221753,-105.00802,GAO20210925t172929p0000-A,165,100
1003679,34.32717,-118.51622,ang20220318t200606-A,163,68
1003582,42.2633732,-83.43078,GAO20210815t155502p0000-B,163,48
1003695,41.5175944,-84.585466,ang20220630t155159-A,161,58
1004406,34.83609,-117.02033,GAO20201111t200553p0000-A,154,48
1003646,29.424565,-95.191949,ang20220617t181518-A,154,93
1005042,38.3103168,-121.82929,GAO20201112t192912p0000-A,151,30
1003679,34.3324901,-118.51745,GAO20201111t181543p0000-A,144,99
1003679,34.3273239,-118.51612,ang20220318t205055-C,141,82
1004352,36.3774107,-114.85621,ang20220502t195444-F,136,82
1003911,40.0218104,-105.00802,GAO20210722t161650p0000-A,136,43
1007709,39.6614823,-104.69196,GAO20210722t153405p0000-A,134,28
1002107,33.71575,-117.69968,GAO20211110t190751p0000-A,132,69
1007709,39.662373,-104.6856,GAO20210719t154818p0000-B,131,73
1003818,40.913096,-111.91988,GAO20200802t183346p0000-A,130,56
1007693,33.794237,-117.47493,GAO20211110t191706p0000-B,129,88
1008034,42.404707,-83.558442,GAO20210815t155200p0000-A,125,40
1006179,37.457786,-121.94181,GAO20211107t191515p0000-A,3933,1499
1007699,37.751353,-121.65539,GAO20211107t193924p0000-A,552,171
1004011,37.995027,-121.93652,GAO20211107t194659p0000-A,1417,492
1007345,38.2157139,-121.98112,GAO20211107t202534p0000-A,,
1003679,34.327106,-118.51633,ang20200830t195953-A,86,35
1007521,42.095014,-83.432541,ang20220630t153039-A,125,30
1007709,39.662612,-104.6895,GAO20210719t154818p0000-A,121,67
1003911,40.022167,-105.00805,GAO20210927t170952p0000-A,117,54
1004352,36.3773429,-114.86371,ang20220502t195444-B,117,63
1004550,36.70852,-121.75807,GAO20201112t181145p0000-2,114,82
1007691,40.275656,-79.992427,GAO20210514t145741p0000-1,113,63
1002320,33.9408787,-117.83623,ang20200906t195820-B,80,35
1007691,40.246147,-79.886411,GAO20210514t153248p0000-1,109,60
1003911,40.022268,-105.00778,GAO20210715t160842p0000-A,106,60
1007800,29.9495503,-95.232851,ang20220617t191847-B,104,48
1004743,34.405234,-118.99369,GAO20211110t182100p0000-A,945,495
1002107,33.718939,-117.70631,ang20200906t202258-B,76,52
1003679,34.327628,-118.51759,GAO20211110t184559p0000-A,1981,752
1007693,33.796028,-117.46163,GAO20211110t191706p0000-A,530,288
1004352,36.3717407,-114.87199,ang20220401t191621-A,92,29
1004743,34.405823,-118.99368,GAO20211110t201354p0000-A,894,372
1000291,40.14757,-79.853657,GAO20210514t154124p0000-1,92,52
1004743,34.4035022,-118.99821,GAO20211111t200421p0000-A,1029,276
1004352,36.3771808,-114.85993,ang20220502t195444-D,91,53
1003679,34.328115,-118.51679,GAO20211111t202646p0000-A,1447,233
1003471,40.7471973,-112.04416,GAO20200802t173243p0000-B,90,44
1004406,34.8362117,-117.02033,GAO20201111t200854p0000-A,89,33
1002107,33.7144022,-117.69901,GAO20211111t205341p0000-A,753,360
1002107,33.719211,-117.70443,GAO20211111t205341p0000-B,568,207
1007693,33.7940994,-117.47527,GAO20211111t205931p0000-A,1043,501
1003818,40.9102944,-111.91848,GAO20200730t165715p0000-B,87,42
1003911,40.0220132,-105.00797,GAO20210719t163238p0000-A,87,32
1003911,40.0220132,-105.00807,GAO20210719t164255p0000-A,86,35
1002320,33.9406669,-117.83136,GAO20211111t204045p0000-A,84,61
1003471,40.746592,-112.03948,GAO20200802t173243p0000-A,81,45
1002992,34.431722,-118.6489,GAO20211111t201613p0000-A,76,52
1007040,37.759599,-121.72758,ang20220514t182953-A,73,25
1003911,40.0220943,-105.00797,GAO20210717t161437p0000-A,71,51
1007709,39.6624568,-104.69248,GAO20210718t193403p0000-B,71,20
1002831,33.510276,-111.77315,GAO20200808t180538p0000-A,68,20
1002107,33.71575,-117.69968,GAO20211110t191107p0000-A,64,42
1006044,39.8545,-104.75609,GAO20210719t154431p0000-B,63,30
1007345,38.213614,-121.9786,GAO20201115t193054p0000-A,63,28
1004037,38.5185054,-121.18842,GAO20201112t194830p0000-A,59,23
1007345,38.2135694,-121.97857,GAO20201120t201328p0000-A,49,10
1007709,39.6637934,-104.69195,GAO20210718t193403p0000-A,32,9
1003911,40.0208369,-105.01308,GAO20210925t173847p0000-B,28,15
1007345,38.2132873,-121.97878,GAO20201120t185905p0000-A,26,25
1007857,25.858422,-80.35176,GAO20220410t153353p0000-A,3352,1010
1007857,25.8573,-80.352214,GAO20220410t153846p0000-B,2000,807
1007219,27.3845827,-80.394477,GAO20220410t163143p0000-A,,
1002899,27.202179,-82.394735,GAO20220411t144700p0000-A,2149,575
1004913,27.475355,-82.443531,GAO20220411t145217p0000-B,2513,798
1006859,28.0220801,-81.847067,GAO20220411t152717p0000-A,,
1008215,28.474502,-81.225103,GAO20220411t154718p0000-A,4771,1437
1003619,27.344635,-80.681285,GAO20220412t140119p0000-A,,
1003619,27.344216,-80.680963,GAO20220412t140515p0000-A,,
1007857,25.857411,-80.351967,GAO20220413t135259p0000-A,1664,430
1002646,33.708213,-87.058419,GAO20220419t151809p0000-A,5079,1409
1004256,33.994896,-85.169237,GAO20220420t144003p0000-A,,
1004256,33.998294,-85.178777,GAO20220420t144003p0000-B,2822,930
1006328,34.277374,-84.391936,GAO20220420t145421p0000-A,,
1006328,34.2744278,-84.393373,GAO20220420t145421p0000-B,,
1004487,34.13589,-84.039401,GAO20220420t150445p0000-A,6039,1938
1005638,33.659868,-84.257694,GAO20220420t151850p0000-A,3559,723
1002478,33.237823,-84.120631,GAO20220420t153455p0000-A,,
1010392,33.1776936,-84.848247,GAO20220420t154819p0000-A,,
1006790,33.6064817,-86.522522,GAO20220420t162228p0000-A,,
1004014,33.716204,-86.857003,GAO20220420t163428p0000-A,2560,720
1004014,33.718414,-86.859086,GAO20220422t145057p0000-A,3843,1622
1002646,33.7111664,-87.059066,GAO20220422t145505p0000-A,,
1004256,33.99767,-85.177389,GAO20220423t144326p0000-A,4635,1310
1004256,33.995803,-85.178308,GAO20220423t144326p0000-B,2684,1044
1006328,34.278408,-84.394606,GAO20220423t145824p0000-A,,
1006328,34.277916,-84.391508,GAO20220423t145824p0000-B,,
1006328,34.274359,-84.391185,GAO20220423t145824p0000-C,1706,759
1003710,34.328778,-84.24369,GAO20220423t150112p0000-B,,
1004487,34.135555,-84.03766,GAO20220423t150922p0000-B,3205,1827
1006044,39.8511886,-104.75729,GAO20210722t153023p0000-A,24,9
1005638,33.657987,-84.25611,GAO20220423t152533p0000-A,1977,739
1002478,33.240265,-84.121897,GAO20220423t154203p0000-A,3571,1517
1006790,33.60347,-86.521941,GAO20220423t162639p0000-A,1507,384
1004014,33.71666,-86.858769,GAO20220423t164438p0000-C,4153,1394
1007082,33.18562,-86.698219,GAO20220423t165615p0000-A,,
1004487,34.135435,-84.037699,GAO20220425t151201p0000-A,1953,681
1004487,34.136976,-84.034457,GAO20220425t151201p0000-B,1944,916
1004487,34.135219,-84.03704,GAO20220425t151656p0000-B,1919,612
1004487,34.1377,-84.038589,GAO20220425t151656p0000-C,,
1005638,33.658484,-84.257348,GAO20220425t153114p0000-A,1999,752
1005638,33.660368,-84.255982,GAO20220425t153114p0000-B,3122,1583
1002478,33.237053,-84.116976,GAO20220425t154813p0000-A,2356,786
1004256,33.996324,-85.178355,GAO20220425t161927p0000-A,3002,794
1006790,33.605171,-86.519297,GAO20220425t172418p0000-B,,
1002478,33.235213,-84.117858,GAO20220427t151110p0000-B,,
1005638,33.662517,-84.259379,GAO20220427t152631p0000-A,998,353
1004487,34.136242,-84.039531,GAO20220427t154512p0000-A,3386,1518
1003710,34.329013,-84.243224,GAO20220427t155448p0000-A,,
1003710,34.330252,-84.245359,GAO20220427t155448p0000-B,883,599
1006328,34.277672,-84.391611,GAO20220427t155812p0000-A,907,553
1006328,34.274024,-84.391304,GAO20220427t155812p0000-B,1701,1097
1004256,33.996632,-85.177973,GAO20220427t161302p0000-A,1712,342
1004256,33.994301,-85.176268,GAO20220427t161302p0000-B,1565,369
1006790,33.603382,-86.522151,GAO20220427t171548p0000-A,2339,486
1004014,33.713443,-86.85814,GAO20220427t172907p0000-A,3687,895
1002646,33.708199,-87.058978,GAO20220427t173434p0000-A,2430,526
1002646,33.709812,-87.057043,GAO20220427t173434p0000-B,1449,524
1007082,33.18504,-86.698149,GAO20220427t175123p0000-A,981,307
1007082,33.182215,-86.696944,GAO20220427t175123p0000-B,,
1004245,33.245204,-87.652852,GAO20220428t172238p0000-A,894,211
1007082,33.184763,-86.697575,GAO20220428t174036p0000-A,,
1002646,33.708983,-87.058095,GAO20220429t170705p0000-A,,
1004014,33.715211,-86.856396,GAO20220429t173419p0000-A,1735,731
1005493,30.6045335,-91.23648,GAO20220506t163853p0000-A,,
1005493,30.6041094,-91.23083,GAO20220506t163853p0000-B,,
1005493,30.602739,-91.231783,GAO20220506t163853p0000-C,2656,1017
1005493,30.6017089,-91.2331,GAO20220506t163853p0000-D,,
1005493,30.602415,-91.233115,GAO20220506t164919p0000-B,,
1005493,30.604018,-91.235258,GAO20220506t173302p0000-A,,
1005493,30.604058,-91.230818,GAO20220506t173302p0000-B,,
1005493,30.6022861,-91.233747,GAO20220506t173302p0000-C,,
1005493,30.601371,-91.230779,GAO20220506t173302p0000-D,,
1007801,35.499334,-97.412169,GAO20220616t165635p0000-B,,
1007801,35.499421,-97.412319,GAO20220616t170133p0000-A,,
1007801,35.503848,-97.409076,GAO20220616t170133p0000-B,,
1002276,40.818272,-82.872506,GAO20220720t140540p0000-A,,
1004850,40.972769,-82.482489,GAO20220720t141304p0000-A,,
1007969,41.310718,-82.170058,GAO20220720t143028p0000-A,,
1007969,41.306695,-82.168577,GAO20220721t140940p0000-A,5024,1741
1006103,41.343552,-82.596305,GAO20220721t141928p0000-A,,
1003582,42.261683,-83.431114,GAO20220721t144724p0000-A,4443,1219
1003582,42.262308,-83.433222,GAO20220721t144724p0000-B,,
1007745,42.756221,-82.74708,GAO20220721t150946p0000-A,,
1006777,40.427485,-80.916771,GAO20220722t144241p0000-B,,
1006777,40.427275,-80.914069,GAO20220722t144241p0000-C,,
1006777,40.429243,-80.911443,GAO20220722t144241p0000-D,,
1006777,40.4274362,-80.916921,GAO20220722t144822p0000-A,,
1006777,40.428387,-80.912598,GAO20220722t144822p0000-B,,
1004815,39.133561,-82.476506,GAO20220722t152704p0000-B,,
1004815,39.136196,-82.474186,GAO20220722t152704p0000-E,,
1006383,39.082421,-82.956074,GAO20220722t153736p0000-A,3608,1062
1004856,39.269993,-84.600287,GAO20220722t161649p0000-A,,
1004856,39.2680632,-84.598521,GAO20220722t161649p0000-B,,
1004856,39.2694234,-84.5972,GAO20220722t161649p0000-C,,
1004856,39.271581,-84.598301,GAO20220722t161649p0000-E,,
1002107,33.719523,-117.697688,ang20220916t210907-A,79,36
1004118,34.977474,-78.461023,ang20220923t154354-A,4686,1914
1004118,34.977501,-78.461035,ang20220923t160034-A,,
1003481,34.792499,-78.912928,ang20220924t173536-A,336,156
1003099,35.338597,-80.65685,ang20220926t150209-A,1620,669
1003099,35.348774,-80.662871,ang20220926t150209-B,741,282
1004831,35.339301,-79.968115,ang20220926t152458-A,1687,741
1002236,35.010412,-80.16051,ang20220926t153257-A,525,312
1002236,35.007082,-80.16475,ang20220926t153257-B,1443,867
1003481,34.792158,-78.90997,ang20220926t163717-A,688,262
1004831,35.340792,-79.970014,ang20220927t162434-A,,
1004831,35.340101,-79.964417,ang20220927t162434-C,,
1002236,35.012531,-80.161765,ang20220927t163130-A,1804,758
1003099,35.340857,-80.65764,ang20220927t164918-B,1453,436
1007044,35.914582,-81.596468,ang20220927t173614-A,764,337
1004848,36.598554,-82.147116,ang20220927t175402-A,1439,405
1007044,35.920072,-81.594986,ang20221008t150226-A,598,444
1003099,35.338855,-80.660344,ang20221008t153949-A,4730,884
1002236,35.01001,-80.163996,ang20221008t155515-A,,
1004831,35.335675,-79.96604,ang20221008t160111-A,,
1003544,38.405684,-82.018927,ang20221014t151908-A,1565,285
1004483,38.395593,-82.814155,ang20221014t155133-A,,
1003104,40.147615,-80.639594,ang20221016t175950-A,,
1003104,40.148031,-80.642277,ang20221016t175950-B,,
1001844,39.894881,-79.836115,ang20221024t154032-A,985,290
1003102,40.994604,-80.534108,GAO20220909t151553p0000-A,2541,772
1003102,40.994487,-80.529824,GAO20220909t151553p0000-B,2098,754
1003102,40.994383,-80.530948,GAO20220909t152319p0000-B,2250,902
1003102,40.992753,-80.534009,GAO20220909t152319p0000-A,2430,595
1003102,40.994552,-80.530825,GAO20220909t153100p0000-B,1494,739
1003102,40.993251,-80.530494,GAO20220909t153905p0000-A,2677,989
1006777,40.428261,-80.913429,GAO20220909t155512p0000-C,,
1006777,40.430166,-80.920844,GAO20220909t155512p0000-A,,
1006777,40.427475,-80.918203,GAO20220909t155512p0000-B,,
1004399,40.496422,-81.519136,GAO20220909t160426p0000-A,2812,626
1004399,40.495616,-81.519929,GAO20220909t160928p0000-A,2618,749
1006777,40.427931,-80.919901,GAO20220909t161902p0000-A,,
1006777,40.42818,-80.913542,GAO20220909t161902p0000-B,,
1006777,40.428169,-80.913507,GAO20220909t162622p0000-B,,
1006777,40.427767,-80.919309,GAO20220909t162622p0000-A,,
1004399,40.495864,-81.520508,GAO20220909t163537p0000-A,2449,694
1004399,40.495585,-81.519697,GAO20220909t164038p0000-A,1752,717
1006777,40.427464,-80.916116,GAO20220909t165024p0000-C,,
1006777,40.427962,-80.920005,GAO20220909t165024p0000-A,,
1006777,40.427621,-80.917808,GAO20220909t165024p0000-B,,
1004399,40.497085,-81.523244,GAO20220909t170347p0000-B,4632,1292
1004399,40.49856,-81.521592,GAO20220909t170347p0000-A,4075,1177
1004399,40.49555,-81.518868,GAO20220909t170908p0000-B,1271,436
1004399,40.498616,-81.521442,GAO20220909t170908p0000-A,2496,628
1004399,40.495475,-81.518555,GAO20220909t171414p0000-A,1103,518
1004399,40.496905,-81.521253,GAO20220909t171414p0000-B,2224,564
1007969,41.312109,-82.169583,GAO20220909t173206p0000-B,983,466
1007969,41.305732,-82.169299,GAO20220909t173206p0000-A,575,228
1007969,41.30942,-82.171501,GAO20220909t180951p0000-A,2350,1236
1007969,41.307536,-82.173778,GAO20220909t180951p0000-B,1212,790
1007969,41.306076,-82.169536,GAO20220909t181502p0000-A,556,269
1007969,41.310489,-82.169656,GAO20220909t181502p0000-C,865,655
1007969,41.307568,-82.17377,GAO20220909t181502p0000-D,1467,891
1007969,41.310141,-82.174233,GAO20220909t181502p0000-B,3091,1290
1007969,41.306119,-82.169693,GAO20220909t182005p0000-A,1390,553
1007969,41.310023,-82.17125,GAO20220909t182005p0000-B,1917,896
1007969,41.307669,-82.173751,GAO20220909t182005p0000-D,1617,821
1007969,41.30721,-82.171316,GAO20220909t182005p0000-C,1667,961
1007969,41.309609,-82.171758,GAO20220909t182541p0000-A,2641,1297
1007969,41.306606,-82.17441,GAO20220909t182541p0000-B,783,382
1007969,41.309711,-82.170371,GAO20220909t183059p0000-A,1830,774
1002276,40.817592,-82.871458,GAO20220915t150742p0000-B,,
1002276,40.819348,-82.872907,GAO20220915t150742p0000-A,,
1004850,40.972807,-82.482681,GAO20220915t151548p0000-B,,
1004850,40.96459,-82.486661,GAO20220915t151548p0000-A,,
1007745,42.762651,-82.740641,GAO20220915t160032p0000-A,,
1007745,42.759293,-82.737516,GAO20220915t160032p0000-B,,
1007745,42.76334,-82.745423,GAO20220915t160625p0000-A,,
1007745,42.76208,-82.74032,GAO20220915t161125p0000-A,,
1004497,42.906432,-82.593737,GAO20220915t161627p0000-A,1687,695
1004497,42.905561,-82.5944,GAO20220915t162206p0000-A,1354,687
1004497,42.904351,-82.592939,GAO20220915t162206p0000-B,1251,522
1004497,42.905104,-82.596638,GAO20220915t162731p0000-A,1378,584
1004497,42.903434,-82.594897,GAO20220915t162731p0000-B,,
1004850,40.971255,-82.48513,GAO20220915t170925p0000-C,,
1004850,40.972156,-82.481701,GAO20220915t170925p0000-A,,
1004850,40.966152,-82.48534,GAO20220915t170925p0000-B,,
1003601,42.159317,-83.212189,GAO20220917t165141p0001-A,,
1003601,42.161458,-83.213689,GAO20220917t165141p0002-B,,
1003601,42.159921,-83.207826,GAO20220917t165141p0002-A,,
1003601,42.160882,-83.211666,GAO20220917t170029p0000-A,,
1003686,42.707981,-83.246804,GAO20220917t171035p0000-A,1357,321
1003686,42.705797,-83.245752,GAO20220917t171600p0000-A,1018,335
1003686,42.706996,-83.247838,GAO20220917t172040p0000-A,754,239
1003582,42.261916,-83.433171,GAO20220917t174255p0000-A,1074,134
1002646,33.709397,-87.057447,GAO20220920t160303p0000-A,1776,469
1002646,33.709236,-87.057454,GAO20220920t160817p0000-A,1340,573
1004014,33.713026,-86.857028,GAO20220920t161247p0000-B,4095,1122
1004014,33.716403,-86.857675,GAO20220920t161626p0000-A,2417,683
1006790,33.603734,-86.518331,GAO20220920t162542p0000-A,,
1006790,33.603703,-86.518595,GAO20220920t163209p0000-A,,
1002646,33.708189,-87.057105,GAO20220920t164419p0000-A,1045,297
1002646,33.711352,-87.057483,GAO20220920t164828p0000-A,2387,646
1002646,33.709455,-87.057443,GAO20220920t165303p0000-A,2731,964
1002646,33.708504,-87.056707,GAO20220920t165827p0000-A,2432,748
1004014,33.715237,-86.856394,GAO20220920t170341p0000-A,2255,544
1004014,33.715648,-86.858149,GAO20220920t170827p0000-A,1504,683
1004014,33.715393,-86.85896,GAO20220920t171237p0000-A,2190,841
1004014,33.713619,-86.856966,GAO20220920t171720p0000-A,2435,734
1007082,33.18133,-86.695316,GAO20220920t172819p0000-A,,
1007082,33.184731,-86.6965,GAO20220920t173220p0000-A,,
1006790,33.603851,-86.519112,GAO20220920t174733p0000-A,,
1007082,33.183466,-86.696358,GAO20220920t180142p0000-A,,
1004245,33.241848,-87.652027,GAO20220921t162035p0000-A,647,300
1004245,33.245218,-87.65277,GAO20220921t162828p0000-A,1164,440
1002646,33.70768,-87.057586,GAO20220921t164246p0000-A,,
1002646,33.708083,-87.058378,GAO20220921t164614p0000-A,,
1004014,33.716306,-86.857447,GAO20220921t165030p0000-B,,
1004014,33.713413,-86.85816,GAO20220921t165030p0000-A,,
1004014,33.715778,-86.860049,GAO20220921t165433p0000-A,,
1006790,33.604852,-86.522075,GAO20220921t170238p0000-A,,
1004256,33.998748,-85.177893,GAO20220921t172513p0000-A,,
1004256,33.995948,-85.178539,GAO20220921t172513p0000-B,,
1006790,33.604548,-86.522284,GAO20220921t175322p0000-A,,
1004256,33.99634,-85.173937,GAO20220922t151910p0000-A,,
1006328,34.274963,-84.391929,GAO20220922t153245p0000-A,,
1003710,34.329042,-84.24309,GAO20220922t153602p0000-A,,
1004487,34.135249,-84.035906,GAO20220922t154219p0000-B,,
1005638,33.657472,-84.25902,GAO20220922t160143p0000-B,,
1005638,33.661015,-84.2561,GAO20220922t160143p0000-A,,
1002478,33.235072,-84.119763,GAO20220922t162053p0000-A,,
1010392,33.175584,-84.845261,GAO20220922t163326p0000-A,,
1004256,33.996208,-85.177949,GAO20220922t165307p0000-A,,
1006328,34.272742,-84.391397,GAO20220922t171114p0000-A,,
1004487,34.135483,-84.038798,GAO20220922t172030p0000-A,,
1002646,33.710093,-87.057995,GAO20220923t160943p0000-A,,
1004014,33.714581,-86.856886,GAO20220923t182706p0000-A,,
1010392,33.17556,-84.845938,GAO20220926t151920p0000-A,,
1002478,33.234373,-84.117676,GAO20220926t152856p0000-A,,
1002478,33.229398,-84.115699,GAO20220926t152856p0000-B,,
1005638,33.657125,-84.255572,GAO20220926t154545p0000-B,,
1005638,33.661287,-84.256231,GAO20220926t154545p0000-A,,
1004487,34.136187,-84.035814,GAO20220926t160910p0000-A,3595,672
1004487,34.135219,-84.040237,GAO20220926t160910p0000-C,3776,821
1004487,34.134131,-84.033586,GAO20220926t160910p0000-B,4751,866
1006328,34.272881,-84.392206,GAO20220926t162231p0000-A,2831,860
1004256,33.996175,-85.175009,GAO20220926t163946p0000-A,,
1004256,33.99667,-85.176528,GAO20220926t164548p0000-A,,
1004256,33.997147,-85.177325,GAO20220926t165210p0000-A,,
1004256,33.996012,-85.178233,GAO20220926t165928p0000-A,,
1004256,33.996522,-85.177276,GAO20220926t171727p0000-A,,
1006328,34.274786,-84.392792,GAO20220926t173500p0000-A,2352,557
1006328,34.276264,-84.391017,GAO20220926t174545p0000-A,2799,462
1006328,34.276264,-84.391017,GAO20220926t175339p0000-B,2453,379
1006328,34.274249,-84.393466,GAO20220926t175339p0000-A,2722,437
1004487,34.135496,-84.039954,GAO20220926t180313p0000-A,2830,504
1004487,34.135513,-84.039863,GAO20220926t180808p0000-A,2404,520
1006328,34.273787,-84.392341,GAO20220926t182212p0000-A,4408,346
1010392,33.175937,-84.846799,GAO20220927t170632p0000-B,,
1010392,33.171795,-84.835716,GAO20220927t170632p0000-A,,
1010392,33.174218,-84.846408,GAO20220927t171115p0000-A,,
1010392,33.176464,-84.847188,GAO20220927t171701p0000-B,,
1002478,33.236422,-84.116104,GAO20220927t174614p0000-A,4381,508
1002478,33.234674,-84.117187,GAO20220927t175651p0000-A,4857,829
1002478,33.235091,-84.12009,GAO20220927t180235p0000-C,1274,293
1002478,33.234902,-84.116347,GAO20220927t180235p0000-A,5277,1026
1002478,33.235916,-84.11597,GAO20220927t180801p0000-A,4221,562
1002478,33.234398,-84.116328,GAO20220927t181408p0000-A,3474,992
1002478,33.235607,-84.117335,GAO20220927t182037p0000-A,4183,1114
1002478,33.235795,-84.119232,GAO20220927t182625p0000-A,2439,631
1005638,33.660949,-84.257198,GAO20220927t183935p0000-A,,
1004256,33.996655,-85.177912,GAO20220927t191520p0000-A,3642,899
1004256,33.996791,-85.177399,GAO20220927t192115p0000-A,2455,657
1004487,34.136619,-84.038375,GAO20220927t194240p0000-B,2822,438
1004487,34.136192,-84.04115,GAO20220927t194240p0000-A,2193,439
1004487,34.135976,-84.040657,GAO20220927t194912p0000-A,4509,545
1004256,33.996478,-85.177919,GAO20220927t201738p0000-A,3736,982
1001633,33.682721,-86.253351,GAO20220928t162844p0000-A,1156,258
1006790,33.603172,-86.521498,GAO20220928t164641p0000-A,,
1006790,33.60341,-86.521759,GAO20220928t165119p0000-A,,
1006790,33.603319,-86.51999,GAO20220928t165807p0000-A,,
1006790,33.603053,-86.520325,GAO20220928t170324p0000-A,,
1006790,33.603056,-86.522001,GAO20220928t170821p0000-A,,
1007082,33.179583,-86.697121,GAO20220928t172257p0000-A,,
1004245,33.241977,-87.653378,GAO20220928t182922p0000-A,,
1002646,33.707717,-87.057419,GAO20220928t193622p0000-A,,
1002646,33.707679,-87.057591,GAO20220928t195023p0000-A,,
1002646,33.707676,-87.057568,GAO20220928t195526p0000-A,,
1004014,33.713585,-86.85739,GAO20220928t200357p0000-B,,
1004014,33.715151,-86.859135,GAO20220928t200357p0000-A,,
1004014,33.713937,-86.857503,GAO20220928t200806p0000-A,,
1004014,33.715528,-86.856635,GAO20220928t201225p0000-B,,
1004014,33.713921,-86.858803,GAO20220928t201225p0000-A,,
1004014,33.713984,-86.857702,GAO20220928t201644p0000-B,,
1004014,33.71509,-86.859032,GAO20220928t202112p0000-A,,
1006790,33.603245,-86.519867,GAO20220929t170024p0000-A,,
1006790,33.603111,-86.520192,GAO20220929t170540p0000-A,,
1006790,33.603122,-86.522179,GAO20220929t171047p0000-A,,
1006790,33.603039,-86.520737,GAO20220929t171556p0000-A,,
1004014,33.714102,-86.859075,GAO20220929t172713p0000-A,,
1004014,33.713521,-86.858376,GAO20220929t173121p0000-A,,
1004014,33.714605,-86.85879,GAO20220929t173704p0000-A,,
1004014,33.714508,-86.858685,GAO20220929t174042p0000-A,,
1004014,33.713605,-86.858072,GAO20220929t174523p0000-A,,
1002646,33.709166,-87.05738,GAO20220929t181024p0000-A,,
1002646,33.709807,-87.059915,GAO20220929t181443p0000-A,,
1002646,33.709229,-87.058397,GAO20220929t181853p0000-A,,
1002646,33.709405,-87.057328,GAO20220929t182304p0000-A,,
1002646,33.709447,-87.057456,GAO20220929t182657p0000-A,,
1002646,33.709489,-87.057469,GAO20220929t183855p0000-A,,
1004245,33.242003,-87.651474,GAO20220929t190534p0000-A,,
1004245,33.242111,-87.652196,GAO20220929t191658p0000-A,,
1004245,33.241872,-87.65211,GAO20220929t192117p0000-A,,
1007082,33.181809,-86.696896,GAO20220929t193845p0000-A,,
1007082,33.181924,-86.697087,GAO20220929t194331p0000-A,,
1007082,33.182065,-86.696982,GAO20220929t194731p0000-A,,
1007082,33.18204,-86.696942,GAO20220929t195146p0000-A,,
1003732,43.211151,-78.974016,GAO20221005t151743p0000-A,2695,1200
1005257,42.853732,-77.079132,GAO20221005t162241p0000-A,,